cFECHAINI,CELULAR,cbstart,cbend,cFECHAFIN
28/06/2023 23:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,6,28/06/2023 23:53
28/06/2023 23:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,6,28/06/2023 23:53
28/06/2023 23:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,6,28/06/2023 23:53
28/06/2023 23:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,6,28/06/2023 23:53
28/06/2023 23:53,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,6,28/06/2023 23:53
28/06/2023 23:53,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,6,28/06/2023 23:53
28/06/2023 23:53,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,6,28/06/2023 23:53
28/06/2023 23:53,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,6,28/06/2023 23:53
28/06/2023 23:54,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,8,29/06/2023 00:02
28/06/2023 23:54,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,8,29/06/2023 00:02
28/06/2023 23:54,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,8,29/06/2023 00:02
28/06/2023 23:54,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,8,29/06/2023 00:02
29/06/2023 00:02,f44e072b-5325-4d79-a16f-b4f1f9271fda,8,13,29/06/2023 00:08
29/06/2023 00:02,f44e072b-5325-4d79-a16f-b4f1f9271fda,8,13,29/06/2023 00:08
29/06/2023 00:02,f44e072b-5325-4d79-a16f-b4f1f9271fda,8,13,29/06/2023 00:08
29/06/2023 00:02,f44e072b-5325-4d79-a16f-b4f1f9271fda,8,13,29/06/2023 00:08
29/06/2023 03:46,11c8011f-41cb-49d7-bf2f-d277977d01a1,11,35,29/06/2023 04:11
29/06/2023 03:46,11c8011f-41cb-49d7-bf2f-d277977d01a1,11,35,29/06/2023 04:11
29/06/2023 03:46,11c8011f-41cb-49d7-bf2f-d277977d01a1,11,35,29/06/2023 04:11
29/06/2023 03:46,11c8011f-41cb-49d7-bf2f-d277977d01a1,11,35,29/06/2023 04:11
29/06/2023 05:46,11c8011f-41cb-49d7-bf2f-d277977d01a1,35,47,29/06/2023 06:23
29/06/2023 05:46,11c8011f-41cb-49d7-bf2f-d277977d01a1,35,47,29/06/2023 06:23
29/06/2023 05:46,11c8011f-41cb-49d7-bf2f-d277977d01a1,35,47,29/06/2023 06:23
29/06/2023 05:46,11c8011f-41cb-49d7-bf2f-d277977d01a1,35,47,29/06/2023 06:23
29/06/2023 06:23,11c8011f-41cb-49d7-bf2f-d277977d01a1,47,48,29/06/2023 06:27
29/06/2023 06:23,11c8011f-41cb-49d7-bf2f-d277977d01a1,47,48,29/06/2023 06:27
29/06/2023 06:23,11c8011f-41cb-49d7-bf2f-d277977d01a1,47,48,29/06/2023 06:27
29/06/2023 06:23,11c8011f-41cb-49d7-bf2f-d277977d01a1,47,48,29/06/2023 06:27
29/06/2023 06:32,11c8011f-41cb-49d7-bf2f-d277977d01a1,48,54,29/06/2023 09:43
29/06/2023 06:32,11c8011f-41cb-49d7-bf2f-d277977d01a1,48,54,29/06/2023 09:43
29/06/2023 06:32,11c8011f-41cb-49d7-bf2f-d277977d01a1,48,54,29/06/2023 09:43
29/06/2023 06:32,11c8011f-41cb-49d7-bf2f-d277977d01a1,48,54,29/06/2023 09:43
29/06/2023 15:44,11c8011f-41cb-49d7-bf2f-d277977d01a1,23,38,29/06/2023 16:02
29/06/2023 15:44,11c8011f-41cb-49d7-bf2f-d277977d01a1,23,38,29/06/2023 16:02
29/06/2023 15:44,11c8011f-41cb-49d7-bf2f-d277977d01a1,23,38,29/06/2023 16:02
29/06/2023 15:44,11c8011f-41cb-49d7-bf2f-d277977d01a1,23,38,29/06/2023 16:02
29/06/2023 19:31,f44e072b-5325-4d79-a16f-b4f1f9271fda,2,4,29/06/2023 19:33
29/06/2023 19:31,f44e072b-5325-4d79-a16f-b4f1f9271fda,2,4,29/06/2023 19:33
29/06/2023 19:31,f44e072b-5325-4d79-a16f-b4f1f9271fda,2,4,29/06/2023 19:33
29/06/2023 19:31,f44e072b-5325-4d79-a16f-b4f1f9271fda,2,4,29/06/2023 19:33
29/06/2023 19:33,f44e072b-5325-4d79-a16f-b4f1f9271fda,4,5,29/06/2023 19:34
29/06/2023 19:33,f44e072b-5325-4d79-a16f-b4f1f9271fda,4,5,29/06/2023 19:34
29/06/2023 19:33,f44e072b-5325-4d79-a16f-b4f1f9271fda,4,5,29/06/2023 19:34
29/06/2023 19:33,f44e072b-5325-4d79-a16f-b4f1f9271fda,4,5,29/06/2023 19:34
29/06/2023 19:34,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,5,29/06/2023 19:35
29/06/2023 19:34,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,5,29/06/2023 19:35
29/06/2023 19:34,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,5,29/06/2023 19:35
29/06/2023 19:34,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,5,29/06/2023 19:35
29/06/2023 19:35,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,7,29/06/2023 19:43
29/06/2023 19:35,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,7,29/06/2023 19:43
29/06/2023 19:35,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,7,29/06/2023 19:43
29/06/2023 19:35,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,7,29/06/2023 19:43
29/06/2023 19:43,f44e072b-5325-4d79-a16f-b4f1f9271fda,7,9,29/06/2023 19:49
29/06/2023 19:43,f44e072b-5325-4d79-a16f-b4f1f9271fda,7,9,29/06/2023 19:49
29/06/2023 19:43,f44e072b-5325-4d79-a16f-b4f1f9271fda,7,9,29/06/2023 19:49
29/06/2023 19:43,f44e072b-5325-4d79-a16f-b4f1f9271fda,7,9,29/06/2023 19:49
29/06/2023 19:49,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,29/06/2023 19:52
29/06/2023 19:49,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,29/06/2023 19:52
29/06/2023 19:49,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,29/06/2023 19:52
29/06/2023 19:49,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,29/06/2023 19:52
29/06/2023 19:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,10,29/06/2023 20:01
29/06/2023 19:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,10,29/06/2023 20:01
29/06/2023 19:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,10,29/06/2023 20:01
29/06/2023 19:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,10,29/06/2023 20:01
29/06/2023 20:01,f44e072b-5325-4d79-a16f-b4f1f9271fda,10,11,29/06/2023 20:07
29/06/2023 20:01,f44e072b-5325-4d79-a16f-b4f1f9271fda,10,11,29/06/2023 20:07
29/06/2023 20:01,f44e072b-5325-4d79-a16f-b4f1f9271fda,10,11,29/06/2023 20:07
29/06/2023 20:01,f44e072b-5325-4d79-a16f-b4f1f9271fda,10,11,29/06/2023 20:07
29/06/2023 20:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,11,12,29/06/2023 20:20
29/06/2023 20:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,11,12,29/06/2023 20:20
29/06/2023 20:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,11,12,29/06/2023 20:20
29/06/2023 20:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,11,12,29/06/2023 20:20
29/06/2023 20:20,f44e072b-5325-4d79-a16f-b4f1f9271fda,12,12,29/06/2023 20:29
29/06/2023 20:20,f44e072b-5325-4d79-a16f-b4f1f9271fda,12,12,29/06/2023 20:29
29/06/2023 20:20,f44e072b-5325-4d79-a16f-b4f1f9271fda,12,12,29/06/2023 20:29
29/06/2023 20:20,f44e072b-5325-4d79-a16f-b4f1f9271fda,12,12,29/06/2023 20:29
29/06/2023 20:29,f44e072b-5325-4d79-a16f-b4f1f9271fda,12,12,29/06/2023 20:30
29/06/2023 20:29,f44e072b-5325-4d79-a16f-b4f1f9271fda,12,12,29/06/2023 20:30
29/06/2023 20:29,f44e072b-5325-4d79-a16f-b4f1f9271fda,12,12,29/06/2023 20:30
29/06/2023 20:29,f44e072b-5325-4d79-a16f-b4f1f9271fda,12,12,29/06/2023 20:30
29/06/2023 20:47,11c8011f-41cb-49d7-bf2f-d277977d01a1,19,37,29/06/2023 21:29
29/06/2023 20:47,11c8011f-41cb-49d7-bf2f-d277977d01a1,19,37,29/06/2023 21:29
29/06/2023 20:47,11c8011f-41cb-49d7-bf2f-d277977d01a1,19,37,29/06/2023 21:29
29/06/2023 20:47,11c8011f-41cb-49d7-bf2f-d277977d01a1,19,37,29/06/2023 21:29
29/06/2023 22:27,11c8011f-41cb-49d7-bf2f-d277977d01a1,37,37,29/06/2023 22:27
29/06/2023 22:27,11c8011f-41cb-49d7-bf2f-d277977d01a1,37,37,29/06/2023 22:27
29/06/2023 22:27,11c8011f-41cb-49d7-bf2f-d277977d01a1,37,37,29/06/2023 22:27
29/06/2023 22:27,11c8011f-41cb-49d7-bf2f-d277977d01a1,37,37,29/06/2023 22:27
30/06/2023 00:43,11c8011f-41cb-49d7-bf2f-d277977d01a1,20,100,30/06/2023 09:10
30/06/2023 00:43,11c8011f-41cb-49d7-bf2f-d277977d01a1,20,100,30/06/2023 09:10
30/06/2023 00:43,11c8011f-41cb-49d7-bf2f-d277977d01a1,20,100,30/06/2023 09:10
30/06/2023 00:43,11c8011f-41cb-49d7-bf2f-d277977d01a1,20,100,30/06/2023 09:10
30/06/2023 01:48,f44e072b-5325-4d79-a16f-b4f1f9271fda,8,8,30/06/2023 01:52
30/06/2023 01:48,f44e072b-5325-4d79-a16f-b4f1f9271fda,8,8,30/06/2023 01:52
30/06/2023 01:48,f44e072b-5325-4d79-a16f-b4f1f9271fda,8,8,30/06/2023 01:52
30/06/2023 01:48,f44e072b-5325-4d79-a16f-b4f1f9271fda,8,8,30/06/2023 01:52
30/06/2023 12:36,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,5,30/06/2023 12:36
30/06/2023 12:36,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,5,30/06/2023 12:38
30/06/2023 12:36,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,5,30/06/2023 12:36
30/06/2023 12:36,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,5,30/06/2023 12:38
30/06/2023 12:36,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,5,30/06/2023 12:36
30/06/2023 12:36,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,5,30/06/2023 12:38
30/06/2023 12:36,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,5,30/06/2023 12:36
30/06/2023 12:36,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,5,30/06/2023 12:38
30/06/2023 12:38,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,9,30/06/2023 12:52
30/06/2023 12:38,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,9,30/06/2023 12:52
30/06/2023 12:38,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,9,30/06/2023 12:52
30/06/2023 12:38,f44e072b-5325-4d79-a16f-b4f1f9271fda,5,9,30/06/2023 12:52
30/06/2023 12:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,30/06/2023 12:52
30/06/2023 12:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,30/06/2023 12:53
30/06/2023 12:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,30/06/2023 12:52
30/06/2023 12:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,30/06/2023 12:53
30/06/2023 12:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,30/06/2023 12:52
30/06/2023 12:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,30/06/2023 12:53
30/06/2023 12:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,30/06/2023 12:52
30/06/2023 12:52,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,30/06/2023 12:53
30/06/2023 12:53,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,30/06/2023 12:53
30/06/2023 12:53,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,11,30/06/2023 13:04
30/06/2023 12:53,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,30/06/2023 12:53
30/06/2023 12:53,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,11,30/06/2023 13:04
30/06/2023 12:53,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,30/06/2023 12:53
30/06/2023 12:53,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,11,30/06/2023 13:04
30/06/2023 12:53,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,9,30/06/2023 12:53
30/06/2023 12:53,f44e072b-5325-4d79-a16f-b4f1f9271fda,9,11,30/06/2023 13:04
30/06/2023 13:04,f44e072b-5325-4d79-a16f-b4f1f9271fda,11,12,30/06/2023 13:08
30/06/2023 13:04,f44e072b-5325-4d79-a16f-b4f1f9271fda,11,12,30/06/2023 13:08
30/06/2023 13:04,f44e072b-5325-4d79-a16f-b4f1f9271fda,11,12,30/06/2023 13:08
30/06/2023 13:04,f44e072b-5325-4d79-a16f-b4f1f9271fda,11,12,30/06/2023 13:08
30/06/2023 13:08,f44e072b-5325-4d79-a16f-b4f1f9271fda,12,14,30/06/2023 13:16
30/06/2023 13:08,f44e072b-5325-4d79-a16f-b4f1f9271fda,12,14,30/06/2023 13:16
30/06/2023 13:08,f44e072b-5325-4d79-a16f-b4f1f9271fda,12,14,30/06/2023 13:16
30/06/2023 13:08,f44e072b-5325-4d79-a16f-b4f1f9271fda,12,14,30/06/2023 13:16
30/06/2023 13:24,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,16,30/06/2023 13:35
30/06/2023 13:24,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,16,30/06/2023 13:35
30/06/2023 13:24,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,16,30/06/2023 13:35
30/06/2023 13:24,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,16,30/06/2023 13:35
30/06/2023 13:35,f44e072b-5325-4d79-a16f-b4f1f9271fda,16,16,30/06/2023 13:35
30/06/2023 13:35,f44e072b-5325-4d79-a16f-b4f1f9271fda,16,16,30/06/2023 13:35
30/06/2023 13:35,f44e072b-5325-4d79-a16f-b4f1f9271fda,16,16,30/06/2023 13:35
30/06/2023 13:35,f44e072b-5325-4d79-a16f-b4f1f9271fda,16,16,30/06/2023 13:35
30/06/2023 14:02,f44e072b-5325-4d79-a16f-b4f1f9271fda,11,14,30/06/2023 14:05
30/06/2023 14:02,f44e072b-5325-4d79-a16f-b4f1f9271fda,11,14,30/06/2023 14:05
30/06/2023 14:02,f44e072b-5325-4d79-a16f-b4f1f9271fda,11,14,30/06/2023 14:05
30/06/2023 14:02,f44e072b-5325-4d79-a16f-b4f1f9271fda,11,14,30/06/2023 14:05
30/06/2023 14:05,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:07
30/06/2023 14:05,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:07
30/06/2023 14:05,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:07
30/06/2023 14:05,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:07
30/06/2023 14:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:07
30/06/2023 14:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:07
30/06/2023 14:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:09
30/06/2023 14:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:07
30/06/2023 14:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:07
30/06/2023 14:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:09
30/06/2023 14:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:07
30/06/2023 14:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:07
30/06/2023 14:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:09
30/06/2023 14:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:07
30/06/2023 14:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:07
30/06/2023 14:07,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:09
30/06/2023 14:09,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:09
30/06/2023 14:09,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:09
30/06/2023 14:09,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:09
30/06/2023 14:09,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:09
30/06/2023 14:09,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:09
30/06/2023 14:09,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:09
30/06/2023 14:09,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:09
30/06/2023 14:09,f44e072b-5325-4d79-a16f-b4f1f9271fda,14,14,30/06/2023 14:09
30/06/2023 14:41,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,6,30/06/2023 14:41
30/06/2023 14:41,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,13,30/06/2023 15:00
30/06/2023 14:41,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,6,30/06/2023 14:41
30/06/2023 14:41,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,13,30/06/2023 15:00
30/06/2023 14:41,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,6,30/06/2023 14:41
30/06/2023 14:41,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,13,30/06/2023 15:00
30/06/2023 14:41,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,6,30/06/2023 14:41
30/06/2023 14:41,f44e072b-5325-4d79-a16f-b4f1f9271fda,6,13,30/06/2023 15:00
01/07/2023 01:54,f44e072b-5325-4d79-a16f-b4f1f9271fda,3,3,01/07/2023 01:54
01/07/2023 01:54,f44e072b-5325-4d79-a16f-b4f1f9271fda,3,4,01/07/2023 01:58
01/07/2023 01:54,f44e072b-5325-4d79-a16f-b4f1f9271fda,3,3,01/07/2023 01:54
01/07/2023 01:54,f44e072b-5325-4d79-a16f-b4f1f9271fda,3,4,01/07/2023 01:58
01/07/2023 01:54,f44e072b-5325-4d79-a16f-b4f1f9271fda,3,3,01/07/2023 01:54
